test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,auth_login,00:00:14,global information,1500,1500,0,107.14,6.88,25.07,75.01,23.66,28.83,44.1,56.51,9.64,0.25,0.25,0.25,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,character_ops,00:00:14,global information,20274,20274,0,1448.14,11.02,34.29,167.2,32.4,38.66,54.24,67.71,10.21,0.375,0.375,0.375,7.425,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,character_ops,00:00:14,create_character,20274,20274,0,1448.14,5.7,20.85,149.18,19.45,23.47,35.68,47.94,7.61,0.125,0.125,0.125,2.475,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,character_ops,00:00:14,get_stats,20274,20274,0,1448.14,3.4,13.43,60.2,12.13,14.66,26.54,39.94,6.19,0.25,0.25,0.25,4.950,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,trading_flow,00:00:14,global information,4670,4670,0,333.57,29.98,74.45,186.34,72.13,83.26,105.6,124.54,16.76,0.5,0.5,0.5,2.280,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,trading_flow,00:00:14,create_characters,4670,4670,0,333.57,13.68,40.94,145.82,39.1,45.98,61.92,75.97,11.05,0.25,0.25,0.25,1.140,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,trading_flow,00:00:14,start_trade,4670,4670,0,333.57,4.78,15.8,64.95,13.37,16.51,34.02,47.14,8.13,0.125,0.125,0.125,0.570,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,trading_flow,00:00:14,complete_trade,4670,4670,0,333.57,5.01,17.69,67.44,16.06,18.85,33.22,47.71,7.22,0.125,0.125,0.125,0.570,0,0,0,0,0,0,0,0,0,0,0,0,0
